merge_candidate_id,member_phrases,merge_basis,verdict,review_note,reviewer,reviewed_at
900306fcad23c72cc924,"[""roosters are depicted in farm-themed decorations"", ""roosters are depicted in farmyard decorations"", ""roosters are often depicted in farm-themed decorations""]",semantic_profile,,,,
7cbfeaa17752c8ba9ee4,"[""anchovy is commonly used as bait in fishing"", ""anchovy is often used as bait in fishing"", ""anchovy is used as bait in fishing"", ""anchovy is used in bait for fishing""]",semantic_profile,,,,
d59b8771bf96cb6b8190,"[""organs like the liver and kidneys help detoxify the body"", ""organs such as the liver and kidneys help detoxify the body""]",semantic_profile,,,,
e5fe9a1ae078c19c6500,"[""is occasionally used for zesting citrus fruits"", ""is sometimes used for zesting citrus fruits""]",semantic_profile,,,,
a17a1a7afad73b889a25,"[""it requires balance and coordination to ride"", ""it requires balancing skills to ride"", ""requires balance and coordination to ride effectively""]",semantic_profile,,,,
23b041c808085c8c2a2f,"[""wires are bristled and flexible"", ""wires are bristled and stiff""]",semantic_profile,,,,
28b0a68bb946828510d6,"[""a clamp is operated by tightening a screw or lever"", ""clamp is operated by tightening a screw or lever""]",lexical_signature,,,,
c23b49034c18a15b6f12,"[""woodpecker belongs to the family picidae"", ""woodpecker is a bird in the family picidae""]",semantic_profile,,,,
c1cf9ca62361634fb1b0,"[""has a rigid structure"", ""often rigid structure"", ""rigid structure""]",lexical_signature,,,,
8cf74dbdf2a0fceb9488,"[""uses its tail feathers for balance while climbing"", ""uses its tail feathers for support while climbing""]",semantic_profile,,,,
88462e042b8d87ce077c,"[""coarse, water-repellent outer hair"", ""coarse, water-repellent outer hairs""]",lexical_signature,,,,
b7aa026ec755df5589d0,"[""trout are often caught for sport"", ""trout can be caught for sport""]",semantic_profile,,,,
0c48f88d9a719a84f367,"[""may have a rounded or slightly pointed tip"", ""may have a rounded or squared-off tip""]",semantic_profile,,,,
70695a13ec70eaadddeb,"[""a slingshot is less powerful than a bow or crossbow"", ""a slingshot is smaller and more portable than a bow""]",semantic_profile,,,,
4f989fefd2f3ae9ca455,"[""has a large beak"", ""large beak""]",lexical_signature,,,,
be411e5d5d8182e5e6ef,"[""dinosaurs' extinction is linked to a catastrophic event, such as an asteroid impact or volcanic activity"", ""the extinction of dinosaurs is linked to a catastrophic event, such as an asteroid impact"", ""the extinction of dinosaurs is linked to a meteor impact""]",semantic_profile,,,,
14c6d63ab4481a9f0412,"[""they are primarily herbivores, feeding on grasses and leaves"", ""they are primarily herbivorous, feeding on grasses and leaves""]",lexical_signature,,,,
6754f55eb08e1944c78f,"[""van can be used for food service, such as a food truck"", ""van can serve as a food truck for mobile catering services"", ""van can serve as a food truck or mobile business outlet"", ""van can serve as a food truck or mobile vendor"", ""van is sometimes used as a mobile business or food truck""]",semantic_profile,,,,
441c11da411d7b9fb27e,"[""some trout species migrate between freshwater and marine environments"", ""some trout species migrate between freshwater and saltwater environments"", ""trout can migrate between freshwater and saltwater environments"", ""trout may migrate between freshwater and saltwater environments"", ""trout may migrate between freshwater and saltwater habitats""]",semantic_profile,,,,
baef4fb0dcee38d51442,"[""may have a lid that can be removed or hinged for filling"", ""may have a lid that can be removed or lifted for easy filling""]",semantic_profile,,,,
6d89f1f8c2c7054e2c88,"[""used to keep the collar closed"", ""used to keep the collar in place""]",semantic_profile,,,,
72efe452577db63d6b36,"[""often rests its head on tree branches"", ""often rests its neck on tree branches""]",semantic_profile,,,,
148683a851c155d22c43,"[""can have a crumb tray at the bottom"", ""has a crumb tray at the bottom""]",lexical_signature,,,,
6280a66b3b8367a18236,"[""geckos lay eggs, which are often glued to surfaces in hidden locations"", ""geckos typically lay eggs, which are often glued to surfaces to prevent them from rolling away"", ""many geckos lay eggs, which are often glued to surfaces to prevent them from being moved""]",semantic_profile,,,,
5d7fabf53abdfac13443,"[""produces sound by plucking"", ""produces sound through plucking or strumming""]",semantic_profile,,,,
9779245dc53f639c5e52,"[""has a long, sharp beak"", ""long, sharp beak""]",lexical_signature,,,,
77287d5ac0adb9ddcb10,"[""earwig typically has wings, though some species are wingless"", ""some species of earwigs are winged and can fly, though they rarely do"", ""some species of earwigs have wings but rarely fly, preferring to walk or run"", ""some species of earwigs have wings, though they rarely fly""]",semantic_profile,,,,
a1cea022618643863c7f,"[""commonly worn next to the skin"", ""worn next to skin"", ""worn next to the skin""]",lexical_signature,,,,
1fb3e7ee602ff3d89d6c,"[""a spatula is typically made of metal or plastic"", ""spatula is made from materials like metal or silicone"", ""spatula is made from materials such as metal, plastic, or silicone"", ""spatula is made of materials like metal or silicone"", ""spatulas are typically made from materials such as metal, plastic, or silicone"", ""spatulas are typically made of materials like metal, plastic, or silicone""]",semantic_profile,,,,
f2190a13a81a5089d261,"[""donkey is related to horses and zebras"", ""donkeys are related to horses and zebras, belonging to the equidae family""]",semantic_profile,,,,
de0b2b397cc552a9cc85,"[""elephants can be trained for various tasks and performances"", ""elephants can be trained to perform tasks in circuses and logging operations"", ""elephants can be trained to perform tasks in circuses and zoos"", ""elephants can be trained to perform tasks in circuses or logging operations"", ""elephants can be trained to perform tasks such as logging or circus acts""]",semantic_profile,,,,
a0fb53865829253389dd,"[""stickleback feeds on small crustaceans and insect larvae"", ""sticklebacks eat small invertebrates and fish larvae"", ""sticklebacks feed on small crustaceans and insect larvae""]",semantic_profile,,,,
61eb982f0808e01293e9,"[""rich, deep tone with a wide range"", ""rich, warm tone with a wide range""]",semantic_profile,,,,
12cf32a1a9d6970a0714,"[""cuckoos are featured in folklore and literature"", ""cuckoos are often depicted in folklore and literature"", ""cuckoos are often featured in folklore and literature"", ""cuckoos are sometimes associated with folklore and omens in various cultures"", ""cuckoos are sometimes featured in folklore and mythology"", ""cuckoos can be featured in folklore and literature"", ""cuckoos can be featured in folklore and mythology"", ""cuckoos can inspire folklore and cultural stories""]",semantic_profile,,,,
0b730305c02de06d13ef,"[""players use both hands to cover keys and holes along the instrument"", ""players use both hands to cover multiple keys and holes on the instrument""]",semantic_profile,,,,
7c7f9afaa545ee9e9cd3,"[""coloration can vary from brown to black, often with lighter patterns"", ""varies in color from brown to black, sometimes with patterns""]",semantic_profile,,,,
ac1008bec4366bdbb32a,"[""bazookas are sometimes used in demolition and breaching operations"", ""bazookas can be used for demolition and breaching fortifications""]",semantic_profile,,,,
4cfed9759739acd0987e,"[""often used in rankings"", ""used in rankings""]",lexical_signature,,,,
d4b8579ea4419a8bcc17,"[""supports grinding on rails and curbs"", ""supports grinding on rails and ledges""]",semantic_profile,,,,
2ab3048812274e28f468,"[""lighter than air due to gas-filled compartments"", ""often lighter than air due to gas-filled compartments""]",lexical_signature,,,,
5967894c7370652c27cf,"[""is often found in grass or under rocks"", ""often found in grass or under rocks""]",lexical_signature,,,,
20af6a409271b7f6a3bb,"[""symbol of military discipline and order"", ""symbol of military power and discipline"", ""symbol of military strength and discipline""]",semantic_profile,,,,
5a0fbaf3367a09854109,"[""equipped with a steering wheel and seat"", ""equipped with seats and a steering wheel""]",lexical_signature,,,,
e61ce798505548e67dd9,"[""an oven is commonly found in residential kitchens and commercial settings"", ""domestic ovens are commonly found in kitchens"", ""oven is commonly found in residential homes and restaurants"", ""ovens are commonly found in both residential and commercial kitchens"", ""ovens are commonly found in kitchens, both in homes and professional settings"", ""ovens are commonly found in kitchens, both residential and commercial"", ""ovens are commonly found in residential kitchens and commercial food preparation facilities"", ""ovens are commonly found in residential kitchens and commercial settings"", ""ovens are commonly found in residential kitchens, commercial bakeries, and restaurants""]",semantic_profile,,,,
689800c749d735331b13,"[""giraffes have a unique spotted pattern for camouflage"", ""giraffes have distinctive spotted coats for camouflage"", ""giraffes have distinctive spotted coats that provide camouflage""]",semantic_profile,,,,
2368ef0f73774838482a,"[""often found in trees or bushes in tropical regions"", ""often found in trees or shrubs in tropical regions""]",semantic_profile,,,,
c3387cfb37211ed35bbb,"[""snakes can go long periods without eating after a large meal"", ""snakes can go long periods without eating, sometimes months"", ""some snakes can go long periods without eating""]",semantic_profile,,,,
dc07ff9061fa411453d1,"[""can produce a buzzing sound in flight"", ""wings make a buzzing sound when in flight""]",semantic_profile,,,,
c6387ee0f964053ec74b,"[""buttons on the other side"", ""can have buttons on the other side"", ""has buttons on the other side""]",lexical_signature,,,,
4b823b58d72ad3ec585c,"[""can be used to flip or turn items"", ""can be used to turn or flip items""]",lexical_signature,,,,
2011c13dede12a6c9ec3,"[""some modern versions include additional features like spikes or blades"", ""they may include additional features like spikes or blades""]",semantic_profile,,,,
33d8a7dc9c3c25e21961,"[""rockets are used for launching satellites and spacecraft into orbit"", ""rockets are used for launching satellites, space exploration, and military applications"", ""rockets are used for launching satellites, spacecraft, and missiles"", ""rockets are used to launch satellites, spacecraft, and ballistic missiles"", ""rockets are used to launch satellites, spacecraft, and payloads into orbit"", ""rockets can be used to launch satellites, spacecraft, and payloads into orbit""]",semantic_profile,,,,
b86c0688aa0196c29a79,"[""piranhas often travel in large schools"", ""piranhas often travel in schools, which can number from a few individuals to several hundred""]",semantic_profile,,,,
e1c51253b310a77625cb,"[""can be used for detailed work with fine tips"", ""used for detailed work with fine tips""]",lexical_signature,,,,
ebb0664f26510d919037,"[""moths can be sensitive indicators of environmental changes"", ""moths can be sensitive to environmental changes, serving as bioindicators""]",semantic_profile,,,,
d0881fa86019d68bfa3c,"[""can be used for flipping or rotating items over heat"", ""can be used to turn or flip items over heat""]",semantic_profile,,,,
3bb460a657f9b64f96c1,"[""can remain submerged for several minutes without breathing"", ""can remain submerged for up to 5 minutes without breathing"", ""can remain underwater for several minutes without breathing""]",semantic_profile,,,,
d43ddb9ce8a99945aa2e,"[""creates an explosion that causes damage"", ""produces an explosion that can injure or kill""]",semantic_profile,,,,
50d8eaa5f07fcff6ba86,"[""drum sets are used in educational settings for music lessons"", ""drum sets can be used in educational settings to teach rhythm""]",semantic_profile,,,,
6c0dd96b48f058d8a17d,"[""scissors may have a locking mechanism to keep them closed"", ""some scissors have a safety lock""]",semantic_profile,,,,
dece780f0d6fdf4d8db1,"[""a sieve can be used in construction to sort materials"", ""a sieve is used in construction to sort materials"", ""sieve is used in construction to sort aggregates""]",semantic_profile,,,,
49ec8850a4a11fc51a7d,"[""used to secure materials during gluing or drying"", ""used to secure materials during gluing or painting"", ""used to secure materials while gluing or painting"", ""used to secure objects during gluing, painting, or drying processes""]",semantic_profile,,,,
28aea187cf911522d666,"[""fins are often red or orange"", ""reddish fins""]",semantic_profile,,,,
ac7cb603236ae240abee,"[""a bow can be used for hunting"", ""a bow can be used in archery competitions"", ""a bow can be used in archery or hunting""]",semantic_profile,,,,
69c506738bf96bf3145c,"[""drum sets are set up on a stage before performances"", ""drum sets are set up on stage before concerts""]",semantic_profile,,,,
139f71ee1085a243de0f,"[""bats are studied for their unique biological adaptations"", ""bats are studied in ecology and biology""]",semantic_profile,,,,
6b72739787e0763d6764,"[""historically hunted for oil and ambergris"", ""hunted historically for oil and ambergris"", ""was hunted for oil and ambergris""]",semantic_profile,,,,
b4f6cea945c5381524b5,"[""adults are brightly colored"", ""adults are colorful and iridescent""]",semantic_profile,,,,
24f8d004ab1b12183e85,"[""cows can be trained to follow commands"", ""cows can be trained to respond to human commands""]",semantic_profile,,,,
df729f38610ea41eb802,"[""strong, pungent odor"", ""strong, pungent smell""]",semantic_profile,,,,
f1514567d4388c0c56c6,"[""may include a handle and spout for pouring"", ""often has a handle and spout for pouring"", ""typically has a handle and spout for pouring""]",semantic_profile,,,,
00ae48301d752c592abc,"[""owls have asymmetrical ear openings to help them locate sounds with precision"", ""owls have asymmetrical ear openings which help them locate sounds precisely"", ""owls have asymmetrically placed ears which help them locate prey by sound""]",semantic_profile,,,,
b31964782c162839a191,"[""blade has a sharp edge"", ""blade is sharp""]",semantic_profile,,,,
3ea8c0d97571a89d7639,"[""a grater may have a box shape with multiple sides for different grating options"", ""box graters have multiple sides with different hole sizes for various grating tasks"", ""box graters offer multiple sides with different hole sizes for various grating tasks"", ""box graters often have multiple sides with different grating surfaces""]",semantic_profile,,,,
622098f3530570e98f2e,"[""sword is associated with chivalry and honor"", ""sword is associated with honor and chivalry"", ""swords are frequently associated with chivalry and honor"", ""swords are often associated with honor and chivalry""]",semantic_profile,,,,
01e3a8b73bc0f159dc07,"[""a car can be driven on roads and highways"", ""a car is driven on roads and highways"", ""car can be driven on roads and highways""]",semantic_profile,,,,
458ce69be336f5da3974,"[""caimans are adapted to freshwater environments such as rivers, swamps, and lakes"", ""caimans can survive in both freshwater and terrestrial habitats"", ""caimans can tolerate a range of freshwater environments, including murky waters""]",semantic_profile,,,,
fecbc97964855a27c334,"[""can be fitted with a front-end loader for moving materials"", ""can be fitted with front-end loaders for moving materials"", ""may have a front-end loader for moving materials""]",semantic_profile,,,,
7a06a55fefddc85e9d34,"[""can be hailed from the street in many cities"", ""can be hailed on the street in many cities""]",semantic_profile,,,,
bb390e358dce2be59166,"[""dark, almost black dorsal side"", ""dark, almost black, dorsal side""]",lexical_signature,,,,
08e9d7fdab7898a03240,"[""flute is sometimes used in meditation and relaxation practices"", ""flutes are sometimes used in meditation and relaxation practices""]",semantic_profile,,,,
d788d426c58c50b16fed,"[""go-cart is smaller and simpler than a full-sized car"", ""go-carts are usually smaller than regular cars""]",semantic_profile,,,,
84bdf8d8c0d6bebb1a90,"[""drones are additional pipes that produce a constant pitch"", ""features drone pipes that maintain a constant pitch""]",semantic_profile,,,,
c029b700b19bfc91a621,"[""associated with springtime and warm weather"", ""often associated with springtime and warmer weather""]",semantic_profile,,,,
9d1f41456d3b37561628,"[""chews down trees"", ""chews on trees"", ""chews through trees""]",semantic_profile,,,,
155daebe13e2e9b4e629,"[""historically used in celtic and medieval music"", ""used in celtic and folk music""]",semantic_profile,,,,
c3094024a870513c3d63,"[""turkey is a common source of protein in diets"", ""turkey is a source of lean protein and is often recommended for healthy diets"", ""turkey is a source of lean protein and is often recommended in healthy diets"", ""turkey is a source of lean protein and is recommended in many diets""]",semantic_profile,,,,
5558dc641be2ff65a789,"[""may have a flexible or rigid structure"", ""may have a rigid or flexible structure""]",lexical_signature,,,,
05d6456633e7c7b38653,"[""a pot can be used to transport hot foods"", ""a pot can be used to transport hot items"", ""a pot can be used to transport hot liquids""]",semantic_profile,,,,
4a37cfa9c7265c1de413,"[""often displays a taxi company logo"", ""usually has a taxi company logo""]",semantic_profile,,,,
ff574937ed0e809f68bb,"[""the primary function of a hat is to protect the head from sun, rain, and cold"", ""the primary function of a hat is to protect the head from the sun, cold, and other environmental elements"", ""the primary function of a hat is to shield the head from sun, rain, and cold""]",semantic_profile,,,,
2e0c5e5b01c8987d36cf,"[""canon is a standardized set of texts or works that are considered essential in academic study"", ""in academic contexts, the canon includes a core set of texts or works deemed essential for study"", ""in academic contexts, the canon includes texts and authors considered essential for study in a field"", ""in academic contexts, the canon includes texts and works deemed significant for study"", ""in academic disciplines, the canon includes works deemed essential for study""]",semantic_profile,,,,
e68a4e8cb18941804b9d,"[""it is commonly used in orchestras, bands, and jazz ensembles"", ""the instrument is commonly used in orchestras, bands, and jazz ensembles""]",semantic_profile,,,,
b899792b942db4d755b6,"[""can be preserved in oil or salt for longer shelf life"", ""can be preserved in salt or oil for longer shelf life""]",lexical_signature,,,,
1ca9a1441fd11b057eb4,"[""bass guitar provides the low-end frequencies in musical compositions"", ""bass guitar provides the low-end frequency range in music"", ""bass guitar provides the low-frequency rhythm section in music""]",semantic_profile,,,,
a077b30907ed7a675402,"[""may have a crumb tray for cleaning"", ""may have a crumb tray for cleanup"", ""may require cleaning of crumb tray""]",semantic_profile,,,,
93236a98afd3eb39af78,"[""can retract its head and legs into its shell"", ""can retract its head and legs into the shell"", ""can retract its head and limbs into its shell"", ""can retract its head and limbs into the shell""]",semantic_profile,,,,
50fc11575c26f25fbf16,"[""a knife is often carried by a chef during food preparation"", ""a knife is often carried by chefs and cooks"", ""a knife may be carried by a chef while working""]",semantic_profile,,,,
033812441e789919ff08,"[""orca are apex predators in their ecosystem"", ""orcas are apex predators in their ecosystem"", ""orcas serve as top predators in their ecosystem"", ""orcas serve as top predators in their ecosystems""]",semantic_profile,,,,
94940b03b87a63d6278b,"[""a top can be a term used in rankings or hierarchies"", ""a top can refer to the highest rank or degree in a hierarchy"", ""a top is a term used in hierarchies to denote the highest rank or authority""]",semantic_profile,,,,
cbcf748dbfeda4683af4,"[""socks are often used to absorb sweat and reduce foot odor"", ""socks can help absorb sweat and reduce foot odor""]",semantic_profile,,,,
24e1b2ab4d51649518c0,"[""has a distinctive pattern that can vary by species"", ""has a distinctive pattern that can vary widely among species""]",semantic_profile,,,,
200aeed79215a451868f,"[""used in various cultural and religious symbolism"", ""used in various cultural and religious symbols""]",lexical_signature,,,,
41a9bfa76cad7546dbf1,"[""can be used for accents"", ""used for accents""]",lexical_signature,,,,
08023dbd0295d434aedf,"[""common in rock and jazz bands"", ""common in rock and jazz music"", ""common in rock, jazz, and blues""]",semantic_profile,,,,
a235d130c6c700bb1325,"[""peacocks use their long tails to create a fan-like display during courtship"", ""peacocks use their tail feathers to create a large fan-like display during courtship""]",semantic_profile,,,,
35b4340c3573d8e4c2b1,"[""harp is often mentioned in religious texts and hymns"", ""harp is sometimes used in religious or spiritual ceremonies"", ""harp is sometimes used in religious or spiritual settings"", ""harp is used in religious and ceremonial contexts""]",semantic_profile,,,,
fd328fe5e83d98d3330d,"[""shoes can be customized with insoles, inserts, or decorations"", ""shoes can be customized with insoles, orthotics, or decorations"", ""shoes can be customized with laces, inserts, or decorations""]",semantic_profile,,,,
a06e61e4e066ee2da8e0,"[""horizontal"", ""is often horizontal"", ""is typically horizontal""]",lexical_signature,,,,
4af5d7e0b6fc9c7b25fb,"[""piano lessons are commonly given to children and adults"", ""piano lessons are commonly given to students of all ages"", ""piano lessons are commonly offered to children and adults"", ""piano lessons are frequently offered to children and adults""]",semantic_profile,,,,
80bd8e65b8d33bd5c911,"[""has tusks made of ivory"", ""tusks made of ivory""]",lexical_signature,,,,
836e4137c76d4da18c62,"[""lizards are common prey for birds and snakes"", ""lizards are frequently preyed upon by birds and snakes"", ""lizards are preyed upon by birds and snakes"", ""lizards are sometimes eaten by birds of prey"", ""lizards are sometimes hunted by birds of prey""]",semantic_profile,,,,
d4b4ac3ebf03c65c29b8,"[""has large, powerful hind legs"", ""large, powerful hind legs""]",lexical_signature,,,,
12692f6a4041ce51e9b5,"[""often cotton or microfiber"", ""usually cotton or microfiber""]",lexical_signature,,,,
873686c20629f23a91a6,"[""may have additional buttons for specialized functions"", ""may include additional buttons for specialized functions""]",semantic_profile,,,,
56d15ff4bd807a16ac4a,"[""commonly used in food preparation, like mixing ingredients"", ""often used for mixing ingredients before cooking"", ""sometimes used for mixing ingredients"", ""used in food preparation, such as mixing ingredients""]",semantic_profile,,,,
64c8b77222d6843b4026,"[""may have living quarters or storage compartments"", ""may have living quarters or storage space""]",semantic_profile,,,,
4d7931ea5cb06c6ff43e,"[""in film and television, canon describes elements that are considered part of the official storyline"", ""in film and television, canon refers to the established facts and storylines within a series or franchise"", ""in film and television, canon refers to the official storyline or established facts"", ""in film and television, canon refers to the official storylines and events within a series""]",semantic_profile,,,,
2f2be18d2816a523470a,"[""carp are known to stir up sediment while feeding"", ""carp are known to\u6405\u6d51\u6c34 (stir up sediment) while feeding""]",lexical_signature,,,,
12d9eb1bdd5018b1e47b,"[""t-shirt allows for layering under jackets or sweaters"", ""t-shirt can be layered under jackets or sweaters"", ""t-shirt can be worn as a layer under jackets"", ""t-shirt is layered under jackets or sweaters"", ""t-shirt may be layered under jackets or sweaters"", ""t-shirts allow for layering under jackets or sweaters"", ""t-shirts are commonly worn under jackets or sweaters"", ""t-shirts are often layered under jackets or sweaters"", ""t-shirts can be layered under jackets or sweaters""]",semantic_profile,,,,
61f639ebf680a65b8cfb,"[""chromatic harmonicas have a button that allows playing all 12 notes of the chromatic scale"", ""chromatic harmonicas have a button-activated slide that allows for playing all twelve notes of the chromatic scale""]",semantic_profile,,,,
