job_id,word_normalized,feature_id,feature_text,row_hash,adjudicator_idx,feature_value,confidence,ambiguous,reason,parse_error,raw_json
v4_atomic_shard_0021,hat,201,a beanie can be pulled down over the ears for extra warmth,a538ace0219926729a5426dc6c8ea7cdf9d761aa64790b1d2b2ed77921b154e5,3,0,0.9,False,The feature is specific to beanies and not typically associated with hats in general.,,"{
  ""target_word"": ""hat"",
  ""feature_id"": 201,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""The feature is specific to beanies and not typically associated with hats in general.""
}"
v4_atomic_shard_0021,cap,236,a beanie is commonly worn by young people,5b8c2f5931356d0342268022f51fd3b5086161d23f9e4d0124575fdb75278857,1,0,0.85,False,The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.,,"{
  ""target_word"": ""cap"",
  ""feature_id"": 236,
  ""feature_value"": 0,
  ""confidence"": 0.85,
  ""ambiguous"": False,
  ""reason"": ""The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.""
}"
v4_atomic_shard_0021,cap,236,a beanie is commonly worn by young people,5b8c2f5931356d0342268022f51fd3b5086161d23f9e4d0124575fdb75278857,2,0,0.85,False,The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.,,"{
  ""target_word"": ""cap"",
  ""feature_id"": 236,
  ""feature_value"": 0,
  ""confidence"": 0.85,
  ""ambiguous"": False,
  ""reason"": ""The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.""
}"
v4_atomic_shard_0021,cap,236,a beanie is commonly worn by young people,5b8c2f5931356d0342268022f51fd3b5086161d23f9e4d0124575fdb75278857,3,0,0.85,False,The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.,,"{
  ""target_word"": ""cap"",
  ""feature_id"": 236,
  ""feature_value"": 0,
  ""confidence"": 0.85,
  ""ambiguous"": False,
  ""reason"": ""The feature is specific to beanies and not a common spontaneous association for the general term 'cap'.""
}"
v4_atomic_shard_0021,dungarees,269,a belt buckle is often used to fasten the belt,ffd37145c6246546d948b2c32e0f41e631f7c545777abbd2cb90c5d339616a1b,1,1,0.75,False,"A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.",,"{
  ""target_word"": ""dungarees"",
  ""feature_id"": 269,
  ""feature_value"": 1,
  ""confidence"": 0.75,
  ""ambiguous"": false,
  ""reason"": ""A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.""
}"
v4_atomic_shard_0021,dungarees,269,a belt buckle is often used to fasten the belt,ffd37145c6246546d948b2c32e0f41e631f7c545777abbd2cb90c5d339616a1b,2,1,0.75,False,"A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.",,"{
  ""target_word"": ""dungarees"",
  ""feature_id"": 269,
  ""feature_value"": 1,
  ""confidence"": 0.75,
  ""ambiguous"": false,
  ""reason"": ""A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.""
}"
v4_atomic_shard_0021,dungarees,269,a belt buckle is often used to fasten the belt,ffd37145c6246546d948b2c32e0f41e631f7c545777abbd2cb90c5d339616a1b,3,1,0.75,False,"A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.",,"{
  ""target_word"": ""dungarees"",
  ""feature_id"": 269,
  ""feature_value"": 1,
  ""confidence"": 0.75,
  ""ambiguous"": false,
  ""reason"": ""A belt buckle is occasionally mentioned with dungarees, but it is not a central or defining feature.""
}"
v4_atomic_shard_0021,pullover,271,a belt can adjust the fit of clothing,6b91457bfbf31bcc02031c29436361800feb3f89d566212efd26a52e37f58618,1,0,0.9,False,"A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.",,"```json
{
  ""target_word"": ""pullover"",
  ""feature_id"": 271,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.""
}
```"
v4_atomic_shard_0021,pullover,271,a belt can adjust the fit of clothing,6b91457bfbf31bcc02031c29436361800feb3f89d566212efd26a52e37f58618,2,0,0.9,False,"A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.",,"```json
{
  ""target_word"": ""pullover"",
  ""feature_id"": 271,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.""
}
```"
v4_atomic_shard_0021,pullover,271,a belt can adjust the fit of clothing,6b91457bfbf31bcc02031c29436361800feb3f89d566212efd26a52e37f58618,3,0,0.9,False,"A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.",,"```json
{
  ""target_word"": ""pullover"",
  ""feature_id"": 271,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically used with a pullover, and this feature is unlikely to be spontaneously listed by participants.""
}
```"
v4_atomic_shard_0021,tracksuit,272,a belt can adjust the fit of loose clothing,aa75ca78756aea2384fd8b36e4fd86333abc91e9a16844e7053114109abdcba3,1,1,0.8,False,"A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.",,"{
  ""target_word"": ""tracksuit"",
  ""feature_id"": 272,
  ""feature_value"": 1,
  ""confidence"": 0.80,
  ""ambiguous"": False,
  ""reason"": ""A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.""
}"
v4_atomic_shard_0021,tracksuit,272,a belt can adjust the fit of loose clothing,aa75ca78756aea2384fd8b36e4fd86333abc91e9a16844e7053114109abdcba3,2,1,0.8,False,"A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.",,"{
  ""target_word"": ""tracksuit"",
  ""feature_id"": 272,
  ""feature_value"": 1,
  ""confidence"": 0.80,
  ""ambiguous"": False,
  ""reason"": ""A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.""
}"
v4_atomic_shard_0021,tracksuit,272,a belt can adjust the fit of loose clothing,aa75ca78756aea2384fd8b36e4fd86333abc91e9a16844e7053114109abdcba3,3,1,0.8,False,"A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.",,"{
  ""target_word"": ""tracksuit"",
  ""feature_id"": 272,
  ""feature_value"": 1,
  ""confidence"": 0.80,
  ""ambiguous"": False,
  ""reason"": ""A belt can adjust the fit of a tracksuit, but it is not a central or commonly mentioned feature.""
}"
v4_atomic_shard_0021,belt,292,a belt can be removed and used to carry objects,2dc176c5a04bf98ee3a17ee48a8f60b97d3dd3600f0284e75425cc27ada167e4,1,1,0.7,False,"While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.",,"{
  ""target_word"": ""belt"",
  ""feature_id"": 292,
  ""feature_value"": 1,
  ""confidence"": 0.70,
  ""ambiguous"": False,
  ""reason"": ""While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.""
}"
v4_atomic_shard_0021,belt,292,a belt can be removed and used to carry objects,2dc176c5a04bf98ee3a17ee48a8f60b97d3dd3600f0284e75425cc27ada167e4,2,1,0.7,False,"While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.",,"{
  ""target_word"": ""belt"",
  ""feature_id"": 292,
  ""feature_value"": 1,
  ""confidence"": 0.70,
  ""ambiguous"": False,
  ""reason"": ""While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.""
}"
v4_atomic_shard_0021,belt,292,a belt can be removed and used to carry objects,2dc176c5a04bf98ee3a17ee48a8f60b97d3dd3600f0284e75425cc27ada167e4,3,1,0.7,False,"While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.",,"{
  ""target_word"": ""belt"",
  ""feature_id"": 292,
  ""feature_value"": 1,
  ""confidence"": 0.70,
  ""ambiguous"": False,
  ""reason"": ""While a belt can be removed and used to carry objects, this is not a common or primary use that people would typically mention.""
}"
v4_atomic_shard_0021,sweater,319,a belt can be used to add structure to loose-fitting clothing,3ea0f4dd11670c5c86076a6ad85b0e5bd2fb67891e702893073a4455611016fd,1,0,0.95,False,"A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.",,"{
  ""target_word"": ""sweater"",
  ""feature_id"": 319,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.""
}"
v4_atomic_shard_0021,sweater,319,a belt can be used to add structure to loose-fitting clothing,3ea0f4dd11670c5c86076a6ad85b0e5bd2fb67891e702893073a4455611016fd,2,0,0.95,False,"A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.",,"{
  ""target_word"": ""sweater"",
  ""feature_id"": 319,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.""
}"
v4_atomic_shard_0021,sweater,319,a belt can be used to add structure to loose-fitting clothing,3ea0f4dd11670c5c86076a6ad85b0e5bd2fb67891e702893073a4455611016fd,3,0,0.95,False,"A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.",,"{
  ""target_word"": ""sweater"",
  ""feature_id"": 319,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt is not typically associated with sweaters, which are usually worn without belts and not spontaneously mentioned.""
}"
v4_atomic_shard_0021,suit,337,a belt can be worn over coats or dresses for added style,e89f2ce5157236852288888c1651e90fe680e4c64d6f7cfeba59e1c3908bed7b,1,0,0.95,False,A belt over a suit is not typically mentioned as a styling option when describing a suit.,,"{
  ""target_word"": ""suit"",
  ""feature_id"": 337,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt over a suit is not typically mentioned as a styling option when describing a suit.""
}"
v4_atomic_shard_0021,suit,337,a belt can be worn over coats or dresses for added style,e89f2ce5157236852288888c1651e90fe680e4c64d6f7cfeba59e1c3908bed7b,2,0,0.95,False,A belt over a suit is not typically mentioned as a styling option when describing a suit.,,"{
  ""target_word"": ""suit"",
  ""feature_id"": 337,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt over a suit is not typically mentioned as a styling option when describing a suit.""
}"
v4_atomic_shard_0021,suit,337,a belt can be worn over coats or dresses for added style,e89f2ce5157236852288888c1651e90fe680e4c64d6f7cfeba59e1c3908bed7b,3,0,0.95,False,A belt over a suit is not typically mentioned as a styling option when describing a suit.,,"{
  ""target_word"": ""suit"",
  ""feature_id"": 337,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt over a suit is not typically mentioned as a styling option when describing a suit.""
}"
v4_atomic_shard_0021,jeans,344,a belt can provide support for pants or skirts,9c323a107212de45959046215848bb7c417c32e4914006f1e5011143866987cb,1,0,0.9,False,"While true, the feature is not likely to be spontaneously mentioned when describing jeans.",,"{
  ""target_word"": ""jeans"",
  ""feature_id"": 344,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""While true, the feature is not likely to be spontaneously mentioned when describing jeans.""
}"
v4_atomic_shard_0021,jeans,344,a belt can provide support for pants or skirts,9c323a107212de45959046215848bb7c417c32e4914006f1e5011143866987cb,2,0,0.9,False,"While true, the feature is not likely to be spontaneously mentioned when describing jeans.",,"{
  ""target_word"": ""jeans"",
  ""feature_id"": 344,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""While true, the feature is not likely to be spontaneously mentioned when describing jeans.""
}"
v4_atomic_shard_0021,jeans,344,a belt can provide support for pants or skirts,9c323a107212de45959046215848bb7c417c32e4914006f1e5011143866987cb,3,0,0.9,False,"While true, the feature is not likely to be spontaneously mentioned when describing jeans.",,"{
  ""target_word"": ""jeans"",
  ""feature_id"": 344,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""While true, the feature is not likely to be spontaneously mentioned when describing jeans.""
}"
v4_atomic_shard_0021,top,347,a belt can serve as a fashion statement,b0b741975506f630c6fbb16d6539cc4e911a7f4418bf742566d88f71beea9ac9,1,0,0.9,False,"The feature is about a belt, which is not directly related to the spontaneous description of a top.",,"{
  ""target_word"": ""top"",
  ""feature_id"": 347,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""The feature is about a belt, which is not directly related to the spontaneous description of a top.""
}"
v4_atomic_shard_0021,top,347,a belt can serve as a fashion statement,b0b741975506f630c6fbb16d6539cc4e911a7f4418bf742566d88f71beea9ac9,2,0,0.9,False,"The feature is about a belt, which is not directly related to the spontaneous description of a top.",,"{
  ""target_word"": ""top"",
  ""feature_id"": 347,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""The feature is about a belt, which is not directly related to the spontaneous description of a top.""
}"
v4_atomic_shard_0021,top,347,a belt can serve as a fashion statement,b0b741975506f630c6fbb16d6539cc4e911a7f4418bf742566d88f71beea9ac9,3,0,0.9,False,"The feature is about a belt, which is not directly related to the spontaneous description of a top.",,"{
  ""target_word"": ""top"",
  ""feature_id"": 347,
  ""feature_value"": 0,
  ""confidence"": 0.90,
  ""ambiguous"": False,
  ""reason"": ""The feature is about a belt, which is not directly related to the spontaneous description of a top.""
}"
v4_atomic_shard_0021,mixer,353,a belt is a component in some mechanical systems,2fbb88cb6b94cf97b351067f6ccd65f00eb2181ccac669d8b20e190d5266ec72,1,0,0.95,False,A belt is not a common or salient component that people would spontaneously mention when describing a mixer.,,"{
  ""target_word"": ""mixer"",
  ""feature_id"": 353,
  ""feature_value"": 0,
  ""confidence"": 0.95,
  ""ambiguous"": False,
  ""reason"": ""A belt is not a common or salient component that people would spontaneously mention when describing a mixer.""
}"
